state,congress,s_upper,s_lower,state_name,race_type,election_name,voter_power,D_running,R_running,cook_rating,name of ballot,ballot_type,source,ballot notes,description,dropdown type,get involved link,supporting organization link
20,,,052,Kansas,State Leg (Lower),State House District 52,57.0,Jacquie Lightcap,Jesse Borjon (incumbent),,,,,,,,,
20,,,053,Kansas,State Leg (Lower),State House District 53,76.0,Kirk Haskins (incumbent),Jeff Coen,,,,,,,,,
20,,,054,Kansas,State Leg (Lower),State House District 54,9.0,,,,,,,,,,,
20,,,055,Kansas,State Leg (Lower),State House District 55,14.0,,,,,,,,,,,
20,,,056,Kansas,State Leg (Lower),State House District 56,84.0,Virgil Weigel (incumbent),Pennie Boyer-Kloos,,,,,,,,,
20,,,057,Kansas,State Leg (Lower),State House District 57,34.0,,,,,,,,,,,
20,,,058,Kansas,State Leg (Lower),State House District 58,11.0,,,,,,,,,,,
20,,,059,Kansas,State Leg (Lower),State House District 59,5.0,,,,,,,,,,,
20,,,060,Kansas,State Leg (Lower),State House District 60,96.0,Mic McGuire,Mark Schreiber (incumbent),,,,,,,,,
20,,,061,Kansas,State Leg (Lower),State House District 61,3.0,,,,,,,,,,,
20,,,062,Kansas,State Leg (Lower),State House District 62,2.0,,,,,,,,,,,
20,,,063,Kansas,State Leg (Lower),State House District 63,4.0,,,,,,,,,,,
20,,,064,Kansas,State Leg (Lower),State House District 64,2.0,,,,,,,,,,,
20,,,065,Kansas,State Leg (Lower),State House District 65,36.0,,,,,,,,,,,
20,,,066,Kansas,State Leg (Lower),State House District 66,15.0,,,,,,,,,,,
20,,,067,Kansas,State Leg (Lower),State House District 67,100.0,Kim Zito,Angel Roeser,,,,,,,,,
20,,,068,Kansas,State Leg (Lower),State House District 68,5.0,,,,,,,,,,,
20,,,069,Kansas,State Leg (Lower),State House District 69,8.0,,,,,,,,,,,
20,,,070,Kansas,State Leg (Lower),State House District 70,2.0,,,,,,,,,,,
20,,,071,Kansas,State Leg (Lower),State House District 71,9.0,,,,,,,,,,,
20,,,072,Kansas,State Leg (Lower),State House District 72,17.0,,,,,,,,,,,
20,,,073,Kansas,State Leg (Lower),State House District 73,5.0,,,,,,,,,,,
20,,,074,Kansas,State Leg (Lower),State House District 74,6.0,,,,,,,,,,,
20,,,075,Kansas,State Leg (Lower),State House District 75,3.0,,,,,,,,,,,
20,,,076,Kansas,State Leg (Lower),State House District 76,3.0,,,,,,,,,,,
20,,,077,Kansas,State Leg (Lower),State House District 77,3.0,,,,,,,,,,,
20,,,078,Kansas,State Leg (Lower),State House District 78,55.0,Daniel Goodman,Robyn Essex (incumbent),,,,,,,,,
20,,,079,Kansas,State Leg (Lower),State House District 79,5.0,,,,,,,,,,,
20,,,080,Kansas,State Leg (Lower),State House District 80,6.0,,,,,,,,,,,
20,,,081,Kansas,State Leg (Lower),State House District 81,12.0,,,,,,,,,,,
20,,,082,Kansas,State Leg (Lower),State House District 82,7.0,,,,,,,,,,,
20,,,083,Kansas,State Leg (Lower),State House District 83,31.0,,,,,,,,,,,
20,,,084,Kansas,State Leg (Lower),State House District 84,3.0,,,,,,,,,,,
20,,,085,Kansas,State Leg (Lower),State House District 85,46.0,,,,,,,,,,,
20,,,086,Kansas,State Leg (Lower),State House District 86,41.0,,,,,,,,,,,
20,,,087,Kansas,State Leg (Lower),State House District 87,59.0,Mike Snider,Susan Estes,,,,,,,,,
20,,,088,Kansas,State Leg (Lower),State House District 88,99.0,Veronica Gillette,Sandy Pickert (incumbent),,,,,,,,,
20,,,089,Kansas,State Leg (Lower),State House District 89,10.0,,,,,,,,,,,
20,,,090,Kansas,State Leg (Lower),State House District 90,4.0,,,,,,,,,,,
20,,,091,Kansas,State Leg (Lower),State House District 91,9.0,,,,,,,,,,,
20,,,092,Kansas,State Leg (Lower),State House District 92,41.0,,,,,,,,,,,
20,,,093,Kansas,State Leg (Lower),State House District 93,3.0,,,,,,,,,,,
20,,,094,Kansas,State Leg (Lower),State House District 94,9.0,,,,,,,,,,,
20,,,095,Kansas,State Leg (Lower),State House District 95,96.0,Tom Sawyer (incumbent),Christopher Parisho,,,,,,,,,
20,,,096,Kansas,State Leg (Lower),State House District 96,81.0,,,,,,,,,,,
20,,,097,Kansas,State Leg (Lower),State House District 97,17.0,,,,,,,,,,,
20,,,098,Kansas,State Leg (Lower),State House District 98,20.0,,,,,,,,,,,
20,,,099,Kansas,State Leg (Lower),State House District 99,8.0,,,,,,,,,,,
20,,,100,Kansas,State Leg (Lower),State House District 100,15.0,,,,,,,,,,,
20,,,101,Kansas,State Leg (Lower),State House District 101,2.0,,,,,,,,,,,
20,,,102,Kansas,State Leg (Lower),State House District 102,49.0,,,,,,,,,,,
20,,,103,Kansas,State Leg (Lower),State House District 103,9.0,,,,,,,,,,,
20,,,104,Kansas,State Leg (Lower),State House District 104,5.0,,,,,,,,,,,
20,,,105,Kansas,State Leg (Lower),State House District 105,40.0,,,,,,,,,,,
20,,,106,Kansas,State Leg (Lower),State House District 106,1.0,,,,,,,,,,,
20,,,107,Kansas,State Leg (Lower),State House District 107,2.0,,,,,,,,,,,
20,,,108,Kansas,State Leg (Lower),State House District 108,52.0,,,,,,,,,,,
20,,,109,Kansas,State Leg (Lower),State House District 109,1.0,,,,,,,,,,,
20,,,110,Kansas,State Leg (Lower),State House District 110,1.0,,,,,,,,,,,
20,,,111,Kansas,State Leg (Lower),State House District 111,4.0,,,,,,,,,,,
20,,,112,Kansas,State Leg (Lower),State House District 112,2.0,,,,,,,,,,,
20,,,113,Kansas,State Leg (Lower),State House District 113,1.0,,,,,,,,,,,
20,,,114,Kansas,State Leg (Lower),State House District 114,2.0,,,,,,,,,,,
20,,,115,Kansas,State Leg (Lower),State House District 115,1.0,,,,,,,,,,,
20,,,116,Kansas,State Leg (Lower),State House District 116,1.0,,,,,,,,,,,
20,,,117,Kansas,State Leg (Lower),State House District 117,53.0,,,,,,,,,,,
20,,,118,Kansas,State Leg (Lower),State House District 118,1.0,,,,,,,,,,,
20,,,119,Kansas,State Leg (Lower),State House District 119,23.0,,,,,,,,,,,
20,,,120,Kansas,State Leg (Lower),State House District 120,1.0,,,,,,,,,,,
20,,,121,Kansas,State Leg (Lower),State House District 121,70.0,Mel Pinick,John Resman (incumbent),,,,,,,,,
20,,,122,Kansas,State Leg (Lower),State House District 122,2.0,,,,,,,,,,,
20,,,123,Kansas,State Leg (Lower),State House District 123,17.0,,,,,,,,,,,
20,,,124,Kansas,State Leg (Lower),State House District 124,1.0,,,,,,,,,,,
20,,,125,Kansas,State Leg (Lower),State House District 125,6.0,,,,,,,,,,,
26,,,001,Michigan,State Leg (Lower),State House District 1,1.0,,,,,,,,,,,
26,,,002,Michigan,State Leg (Lower),State House District 2,38.0,,,,,,,,,,,
26,,,003,Michigan,State Leg (Lower),State House District 3,2.0,,,,,,,,,,,
26,,,004,Michigan,State Leg (Lower),State House District 4,0.0,,,,,,,,,,,
26,,,005,Michigan,State Leg (Lower),State House District 5,0.0,,,,,,,,,,,
26,,,006,Michigan,State Leg (Lower),State House District 6,8.0,,,,,,,,,,,
26,,,007,Michigan,State Leg (Lower),State House District 7,0.0,,,,,,,,,,,
26,,,008,Michigan,State Leg (Lower),State House District 8,1.0,,,,,,,,,,,
26,,,009,Michigan,State Leg (Lower),State House District 9,0.0,,,,,,,,,,,
26,,,010,Michigan,State Leg (Lower),State House District 10,6.0,,,,,,,,,,,
26,,,011,Michigan,State Leg (Lower),State House District 11,1.0,,,,,,,,,,,
26,,,012,Michigan,State Leg (Lower),State House District 12,4.0,,,,,,,,,,,
26,,,013,Michigan,State Leg (Lower),State House District 13,78.0,,,,,,,,,,,
26,,,014,Michigan,State Leg (Lower),State House District 14,22.0,,,,,,,,,,,
26,,,015,Michigan,State Leg (Lower),State House District 15,12.0,,,,,,,,,,,
26,,,016,Michigan,State Leg (Lower),State House District 16,2.0,,,,,,,,,,,
26,,,017,Michigan,State Leg (Lower),State House District 17,5.0,,,,,,,,,,,
26,,,018,Michigan,State Leg (Lower),State House District 18,1.0,,,,,,,,,,,
26,,,019,Michigan,State Leg (Lower),State House District 19,6.0,,,,,,,,,,,
26,,,020,Michigan,State Leg (Lower),State House District 20,37.0,,,,,,,,,,,
26,,,021,Michigan,State Leg (Lower),State House District 21,60.0,Kelly Breen (incumbent),Thomas Konesky,,,,,,,,,
26,,,022,Michigan,State Leg (Lower),State House District 22,100.0,Matt Koleszar (incumbent),Adam Stathakis,,,,,,,,,
26,,,023,Michigan,State Leg (Lower),State House District 23,10.0,,,,,,,,,,,
26,,,024,Michigan,State Leg (Lower),State House District 24,19.0,,,,,,,,,,,
26,,,025,Michigan,State Leg (Lower),State House District 25,16.0,,,,,,,,,,,
26,,,026,Michigan,State Leg (Lower),State House District 26,5.0,,,,,,,,,,,
26,,,027,Michigan,State Leg (Lower),State House District 27,100.0,Jaime Churches (incumbent),Rylee Linting,,,,,,,,,
26,,,028,Michigan,State Leg (Lower),State House District 28,100.0,Janise Robinson,Jamie Thompson (incumbent),,,,,,,,,
26,,,029,Michigan,State Leg (Lower),State House District 29,98.0,Kyle Wright,James DeSana (incumbent),,,,,,,,,
26,,,030,Michigan,State Leg (Lower),State House District 30,27.0,,,,,,,,,,,
26,,,031,Michigan,State Leg (Lower),State House District 31,85.0,Reggie Miller (incumbent),Dale Biniecki,,,,,,,,,
26,,,032,Michigan,State Leg (Lower),State House District 32,2.0,,,,,,,,,,,
26,,,033,Michigan,State Leg (Lower),State House District 33,2.0,,,,,,,,,,,
26,,,034,Michigan,State Leg (Lower),State House District 34,29.0,,,,,,,,,,,
26,,,035,Michigan,State Leg (Lower),State House District 35,4.0,,,,,,,,,,,
26,,,036,Michigan,State Leg (Lower),State House District 36,8.0,,,,,,,,,,,
26,,,037,Michigan,State Leg (Lower),State House District 37,16.0,,,,,,,,,,,
26,,,038,Michigan,State Leg (Lower),State House District 38,83.0,Joey Andrews (incumbent),Kevin Whiteford,,,,,,,,,
26,,,039,Michigan,State Leg (Lower),State House District 39,21.0,,,,,,,,,,,
26,,,040,Michigan,State Leg (Lower),State House District 40,44.0,,,,,,,,,,,
26,,,041,Michigan,State Leg (Lower),State House District 41,2.0,,,,,,,,,,,
26,,,042,Michigan,State Leg (Lower),State House District 42,63.0,Austin Marsman,Matt Hall (incumbent),,,,,,,,,
26,,,043,Michigan,State Leg (Lower),State House District 43,4.0,,,,,,,,,,,
26,,,044,Michigan,State Leg (Lower),State House District 44,100.0,Jim Haadsma (incumbent),Steve Frisbie,,,,,,,,,
26,,,045,Michigan,State Leg (Lower),State House District 45,8.0,,,,,,,,,,,
26,,,046,Michigan,State Leg (Lower),State House District 46,97.0,Daniel Mahoney,Kathy Schmaltz (incumbent),,,,,,,,,
26,,,047,Michigan,State Leg (Lower),State House District 47,11.0,,,,,,,,,,,
26,,,048,Michigan,State Leg (Lower),State House District 48,91.0,Jennifer Conlin (incumbent),Brian Ignatowski,,,,,,,,,
26,,,049,Michigan,State Leg (Lower),State House District 49,54.0,Andy Wood,Ann Bollin (incumbent),,,,,,,,,
26,,,050,Michigan,State Leg (Lower),State House District 50,8.0,,,,,,,,,,,
26,,,051,Michigan,State Leg (Lower),State House District 51,19.0,,,,,,,,,,,
26,,,052,Michigan,State Leg (Lower),State House District 52,29.0,,,,,,,,,,,
26,,,053,Michigan,State Leg (Lower),State House District 53,5.0,,,,,,,,,,,
26,,,054,Michigan,State Leg (Lower),State House District 54,96.0,Shadia Martini,Donni Steele (incumbent),,,,,,,,,
26,,,055,Michigan,State Leg (Lower),State House District 55,98.0,Trevis Harrold,Mark Tisdel (incumbent),,,,,,,,,
26,,,056,Michigan,State Leg (Lower),State House District 56,50.0,,,,,,,,,,,
26,,,057,Michigan,State Leg (Lower),State House District 57,95.0,Aisha Farooqi,Thomas Kuhn (incumbent),,,,,,,,,
26,,,058,Michigan,State Leg (Lower),State House District 58,97.0,Nate Shannon (incumbent),Ron Robinson,,,,,,,,,
26,,,059,Michigan,State Leg (Lower),State House District 59,11.0,,,,,,,,,,,
26,,,060,Michigan,State Leg (Lower),State House District 60,37.0,,,,,,,,,,,
26,,,061,Michigan,State Leg (Lower),State House District 61,95.0,Denise Mentzer (incumbent),Robert Wojtowicz,,,,,,,,,
26,,,062,Michigan,State Leg (Lower),State House District 62,95.0,Michelle Levine-Woodman,Alicia St. Germaine (incumbent),,,,,,,,,
26,,,063,Michigan,State Leg (Lower),State House District 63,12.0,,,,,,,,,,,
26,,,064,Michigan,State Leg (Lower),State House District 64,35.0,,,,,,,,,,,
26,,,065,Michigan,State Leg (Lower),State House District 65,4.0,,,,,,,,,,,
26,,,066,Michigan,State Leg (Lower),State House District 66,8.0,,,,,,,,,,,
26,,,067,Michigan,State Leg (Lower),State House District 67,31.0,,,,,,,,,,,
26,,,068,Michigan,State Leg (Lower),State House District 68,91.0,Tim Sneller,David Martin (incumbent),,,,,,,,,
26,,,069,Michigan,State Leg (Lower),State House District 69,26.0,,,,,,,,,,,
26,,,070,Michigan,State Leg (Lower),State House District 70,1.0,,,,,,,,,,,
26,,,071,Michigan,State Leg (Lower),State House District 71,31.0,,,,,,,,,,,
26,,,072,Michigan,State Leg (Lower),State House District 72,54.0,,,,,,,,,,,
26,,,073,Michigan,State Leg (Lower),State House District 73,46.0,,,,,,,,,,,
26,,,074,Michigan,State Leg (Lower),State House District 74,5.0,,,,,,,,,,,
26,,,075,Michigan,State Leg (Lower),State House District 75,18.0,,,,,,,,,,,
26,,,076,Michigan,State Leg (Lower),State House District 76,91.0,Angela Witwer (incumbent),Andy Shaver,,,,,,,,,
26,,,077,Michigan,State Leg (Lower),State House District 77,13.0,,,,,,,,,,,
26,,,078,Michigan,State Leg (Lower),State House District 78,11.0,,,,,,,,,,,
26,,,079,Michigan,State Leg (Lower),State House District 79,6.0,,,,,,,,,,,
26,,,080,Michigan,State Leg (Lower),State House District 80,53.0,,,,,,,,,,,
26,,,081,Michigan,State Leg (Lower),State House District 81,73.0,Stephen Wooden,Jordan Youngquist,,,,,,,,,
26,,,082,Michigan,State Leg (Lower),State House District 82,2.0,,,,,,,,,,,
26,,,083,Michigan,State Leg (Lower),State House District 83,83.0,John Fitzgerald (incumbent),Tommy Brann,,,,,,,,,
26,,,084,Michigan,State Leg (Lower),State House District 84,87.0,Carol Glanville (incumbent),John Wetzel,,,,,,,,,
26,,,085,Michigan,State Leg (Lower),State House District 85,3.0,,,,,,,,,,,
26,,,086,Michigan,State Leg (Lower),State House District 86,68.0,Abby Klomparens,Nancy De Boer (incumbent),,,,,,,,,
26,,,087,Michigan,State Leg (Lower),State House District 87,16.0,,,,,,,,,,,
26,,,088,Michigan,State Leg (Lower),State House District 88,45.0,,,,,,,,,,,
26,,,089,Michigan,State Leg (Lower),State House District 89,6.0,,,,,,,,,,,
26,,,090,Michigan,State Leg (Lower),State House District 90,16.0,,,,,,,,,,,
26,,,091,Michigan,State Leg (Lower),State House District 91,7.0,,,,,,,,,,,
26,,,092,Michigan,State Leg (Lower),State House District 92,85.0,Tim Odykirk,Jerry Neyer (incumbent),,,,,,,,,
26,,,093,Michigan,State Leg (Lower),State House District 93,11.0,,,,,,,,,,,
26,,,094,Michigan,State Leg (Lower),State House District 94,5.0,,,,,,,,,,,
26,,,095,Michigan,State Leg (Lower),State House District 95,26.0,,,,,,,,,,,
26,,,096,Michigan,State Leg (Lower),State House District 96,89.0,Rudy Howard,Timothy Beson (incumbent),,,,,,,,,
26,,,097,Michigan,State Leg (Lower),State House District 97,11.0,,,,,,,,,,,
26,,,098,Michigan,State Leg (Lower),State House District 98,4.0,,,,,,,,,,,
26,,,099,Michigan,State Leg (Lower),State House District 99,9.0,,,,,,,,,,,
26,,,100,Michigan,State Leg (Lower),State House District 100,8.0,,,,,,,,,,,
26,,,101,Michigan,State Leg (Lower),State House District 101,7.0,,,,,,,,,,,
26,,,102,Michigan,State Leg (Lower),State House District 102,29.0,,,,,,,,,,,
26,,,103,Michigan,State Leg (Lower),State House District 103,100.0,Betsy Coffia (incumbent),Lisa Trombley,,,,,,,,,
26,,,104,Michigan,State Leg (Lower),State House District 104,13.0,,,,,,,,,,,
26,,,105,Michigan,State Leg (Lower),State House District 105,6.0,,,,,,,,,,,
26,,,106,Michigan,State Leg (Lower),State House District 106,9.0,,,,,,,,,,,
26,,,107,Michigan,State Leg (Lower),State House District 107,28.0,,,,,,,,,,,
26,,,108,Michigan,State Leg (Lower),State House District 108,13.0,,,,,,,,,,,
26,,,109,Michigan,State Leg (Lower),State House District 109,91.0,Jenn Hill (incumbent),Karl Bohnak,,,,,,,,,
26,,,110,Michigan,State Leg (Lower),State House District 110,27.0,,,,,,,,,,,
27,,,01A,Minnesota,State Leg (Lower),State House District 1A,9.0,,,,,,,,,,,
27,,,01B,Minnesota,State Leg (Lower),State House District 1B,25.0,,,,,,,,,,,
27,,,02A,Minnesota,State Leg (Lower),State House District 2A,93.0,Reed Olson,Bidal Duran,,,,,,,,,
27,,,02B,Minnesota,State Leg (Lower),State House District 2B,31.0,,,,,,,,,,,
27,,,03A,Minnesota,State Leg (Lower),State House District 3A,99.0,Harley Droba,Roger Skraba (incumbent),,,,,,,,,
27,,,03B,Minnesota,State Leg (Lower),State House District 3B,51.0,,,,,,,,,,,
27,,,04A,Minnesota,State Leg (Lower),State House District 4A,23.0,,,,,,,,,,,
27,,,04B,Minnesota,State Leg (Lower),State House District 4B,35.0,,,,,,,,,,,
27,,,05A,Minnesota,State Leg (Lower),State House District 5A,6.0,,,,,,,,,,,
27,,,05B,Minnesota,State Leg (Lower),State House District 5B,4.0,,,,,,,,,,,
27,,,06A,Minnesota,State Leg (Lower),State House District 6A,23.0,,,,,,,,,,,
27,,,06B,Minnesota,State Leg (Lower),State House District 6B,16.0,,,,,,,,,,,
27,,,07A,Minnesota,State Leg (Lower),State House District 7A,98.0,Aron Schnaser,Spencer Igo (incumbent),,,,,,,,,
27,,,07B,Minnesota,State Leg (Lower),State House District 7B,78.0,Lorrie Janatopoulos,Cal Warwas,,,,,,,,,
27,,,08A,Minnesota,State Leg (Lower),State House District 8A,4.0,,,,,,,,,,,
27,,,08B,Minnesota,State Leg (Lower),State House District 8B,4.0,,,,,,,,,,,
27,,,09A,Minnesota,State Leg (Lower),State House District 9A,18.0,,,,,,,,,,,
27,,,09B,Minnesota,State Leg (Lower),State House District 9B,7.0,,,,,,,,,,,
27,,,10A,Minnesota,State Leg (Lower),State House District 10A,8.0,,,,,,,,,,,
27,,,10B,Minnesota,State Leg (Lower),State House District 10B,3.0,,,,,,,,,,,
27,,,11A,Minnesota,State Leg (Lower),State House District 11A,64.0,Pete Radosevich,Jeff Dotseth (incumbent),,,,,,,,,
27,,,11B,Minnesota,State Leg (Lower),State House District 11B,12.0,,,,,,,,,,,
27,,,12A,Minnesota,State Leg (Lower),State House District 12A,16.0,,,,,,,,,,,
27,,,12B,Minnesota,State Leg (Lower),State House District 12B,8.0,,,,,,,,,,,
27,,,13A,Minnesota,State Leg (Lower),State House District 13A,7.0,,,,,,,,,,,
27,,,13B,Minnesota,State Leg (Lower),State House District 13B,16.0,,,,,,,,,,,
27,,,14A,Minnesota,State Leg (Lower),State House District 14A,98.0,Abdi Daisane,Bernie Perryman (incumbent),,,,,,,,,
27,,,14B,Minnesota,State Leg (Lower),State House District 14B,92.0,Dan Wolgamott (incumbent),Sue Ek,,,,,,,,,
27,,,15A,Minnesota,State Leg (Lower),State House District 15A,18.0,,,,,,,,,,,
27,,,15B,Minnesota,State Leg (Lower),State House District 15B,9.0,,,,,,,,,,,
27,,,16A,Minnesota,State Leg (Lower),State House District 16A,12.0,,,,,,,,,,,
27,,,16B,Minnesota,State Leg (Lower),State House District 16B,21.0,,,,,,,,,,,
27,,,17A,Minnesota,State Leg (Lower),State House District 17A,7.0,,,,,,,,,,,
27,,,17B,Minnesota,State Leg (Lower),State House District 17B,8.0,,,,,,,,,,,
27,,,18A,Minnesota,State Leg (Lower),State House District 18A,71.0,Jeff Brand (incumbent),Erica Schwartz,,,,,,,,,
27,,,18B,Minnesota,State Leg (Lower),State House District 18B,18.0,,,,,,,,,,,
27,,,19A,Minnesota,State Leg (Lower),State House District 19A,27.0,,,,,,,,,,,
27,,,19B,Minnesota,State Leg (Lower),State House District 19B,30.0,,,,,,,,,,,
27,,,20A,Minnesota,State Leg (Lower),State House District 20A,83.0,Heather Arndt,Pam Altendorf (incumbent),,,,,,,,,
27,,,20B,Minnesota,State Leg (Lower),State House District 20B,16.0,,,,,,,,,,,
27,,,21A,Minnesota,State Leg (Lower),State House District 21A,6.0,,,,,,,,,,,
27,,,21B,Minnesota,State Leg (Lower),State House District 21B,22.0,,,,,,,,,,,
27,,,22A,Minnesota,State Leg (Lower),State House District 22A,13.0,,,,,,,,,,,
27,,,22B,Minnesota,State Leg (Lower),State House District 22B,16.0,,,,,,,,,,,
27,,,23A,Minnesota,State Leg (Lower),State House District 23A,38.0,,,,,,,,,,,
27,,,23B,Minnesota,State Leg (Lower),State House District 23B,99.0,Joe Pacovsky,Patricia Mueller (incumbent),,,,,,,,,
27,,,24A,Minnesota,State Leg (Lower),State House District 24A,26.0,,,,,,,,,,,
27,,,24B,Minnesota,State Leg (Lower),State House District 24B,45.0,,,,,,,,,,,
27,,,25A,Minnesota,State Leg (Lower),State House District 25A,46.0,,,,,,,,,,,
27,,,25B,Minnesota,State Leg (Lower),State House District 25B,12.0,,,,,,,,,,,
27,,,26A,Minnesota,State Leg (Lower),State House District 26A,59.0,Sarah Kruger,Aaron Repinski,,,,,,,,,
27,,,26B,Minnesota,State Leg (Lower),State House District 26B,46.0,,,,,,,,,,,
27,,,27A,Minnesota,State Leg (Lower),State House District 27A,5.0,,,,,,,,,,,
27,,,27B,Minnesota,State Leg (Lower),State House District 27B,4.0,,,,,,,,,,,
27,,,28A,Minnesota,State Leg (Lower),State House District 28A,9.0,,,,,,,,,,,
27,,,28B,Minnesota,State Leg (Lower),State House District 28B,18.0,,,,,,,,,,,
27,,,29A,Minnesota,State Leg (Lower),State House District 29A,9.0,,,,,,,,,,,
27,,,29B,Minnesota,State Leg (Lower),State House District 29B,16.0,,,,,,,,,,,
27,,,30A,Minnesota,State Leg (Lower),State House District 30A,13.0,,,,,,,,,,,
27,,,30B,Minnesota,State Leg (Lower),State House District 30B,12.0,,,,,,,,,,,
27,,,31A,Minnesota,State Leg (Lower),State House District 31A,30.0,,,,,,,,,,,
27,,,31B,Minnesota,State Leg (Lower),State House District 31B,9.0,,,,,,,,,,,
27,,,32A,Minnesota,State Leg (Lower),State House District 32A,73.0,Ashton Ramsammy,Nolan West (incumbent),,,,,,,,,
27,,,32B,Minnesota,State Leg (Lower),State House District 32B,88.0,Matt Norris (incumbent),Alex Moe,,,,,,,,,
27,,,33A,Minnesota,State Leg (Lower),State House District 33A,74.0,Jake Ross,Patti Anderson (incumbent),,,,,,,,,
27,,,33B,Minnesota,State Leg (Lower),State House District 33B,67.0,Josiah Hill (incumbent),Jessica L. Johnson,,,,,,,,,
27,,,34A,Minnesota,State Leg (Lower),State House District 34A,81.0,Brian Raines,Danny Nadeau (incumbent),,,,,,,,,
27,,,34B,Minnesota,State Leg (Lower),State House District 34B,13.0,,,,,,,,,,,
27,,,35A,Minnesota,State Leg (Lower),State House District 35A,93.0,Zack Stephenson (incumbent),Josh Jungling,,,,,,,,,
27,,,35B,Minnesota,State Leg (Lower),State House District 35B,93.0,Kari Rehrauer,Steve Pape,,,,,,,,,
27,,,36A,Minnesota,State Leg (Lower),State House District 36A,100.0,Janelle Calhoun,Elliott Engen (incumbent),,,,,,,,,
27,,,36B,Minnesota,State Leg (Lower),State House District 36B,32.0,,,,,,,,,,,
27,,,37A,Minnesota,State Leg (Lower),State House District 37A,67.0,Laurie Wolfe,Kristin Robbins (incumbent),,,,,,,,,
27,,,37B,Minnesota,State Leg (Lower),State House District 37B,54.0,,,,,,,,,,,
27,,,38A,Minnesota,State Leg (Lower),State House District 38A,5.0,,,,,,,,,,,
27,,,38B,Minnesota,State Leg (Lower),State House District 38B,3.0,,,,,,,,,,,
27,,,39A,Minnesota,State Leg (Lower),State House District 39A,10.0,,,,,,,,,,,
27,,,39B,Minnesota,State Leg (Lower),State House District 39B,4.0,,,,,,,,,,,
27,,,40A,Minnesota,State Leg (Lower),State House District 40A,19.0,,,,,,,,,,,
27,,,40B,Minnesota,State Leg (Lower),State House District 40B,7.0,,,,,,,,,,,
27,,,41A,Minnesota,State Leg (Lower),State House District 41A,97.0,Lucia Wroblewski,Wayne Johnson,,,,,,,,,
27,,,41B,Minnesota,State Leg (Lower),State House District 41B,95.0,Jen Fox,Tom Dippel,,,,,,,,,
27,,,42A,Minnesota,State Leg (Lower),State House District 42A,28.0,,,,,,,,,,,
27,,,42B,Minnesota,State Leg (Lower),State House District 42B,17.0,,,,,,,,,,,
27,,,43A,Minnesota,State Leg (Lower),State House District 43A,7.0,,,,,,,,,,,
27,,,43B,Minnesota,State Leg (Lower),State House District 43B,3.0,,,,,,,,,,,
27,,,44A,Minnesota,State Leg (Lower),State House District 44A,10.0,,,,,,,,,,,
27,,,44B,Minnesota,State Leg (Lower),State House District 44B,25.0,,,,,,,,,,,
27,,,45A,Minnesota,State Leg (Lower),State House District 45A,93.0,Tracey Breazeale,Andrew Myers (incumbent),,,,,,,,,
27,,,45B,Minnesota,State Leg (Lower),State House District 45B,13.0,,,,,,,,,,,
27,,,46A,Minnesota,State Leg (Lower),State House District 46A,2.0,,,,,,,,,,,
27,,,46B,Minnesota,State Leg (Lower),State House District 46B,5.0,,,,,,,,,,,
27,,,47A,Minnesota,State Leg (Lower),State House District 47A,16.0,,,,,,,,,,,
27,,,47B,Minnesota,State Leg (Lower),State House District 47B,42.0,,,,,,,,,,,
27,,,48A,Minnesota,State Leg (Lower),State House District 48A,48.0,,,,,,,,,,,
27,,,48B,Minnesota,State Leg (Lower),State House District 48B,82.0,Lucille Rehm (incumbent),Caleb Steffenhagen,,,,,,,,,
27,,,49A,Minnesota,State Leg (Lower),State House District 49A,13.0,,,,,,,,,,,
27,,,49B,Minnesota,State Leg (Lower),State House District 49B,24.0,,,,,,,,,,,
27,,,50A,Minnesota,State Leg (Lower),State House District 50A,7.0,,,,,,,,,,,
27,,,50B,Minnesota,State Leg (Lower),State House District 50B,14.0,,,,,,,,,,,
27,,,51A,Minnesota,State Leg (Lower),State House District 51A,3.0,,,,,,,,,,,
27,,,51B,Minnesota,State Leg (Lower),State House District 51B,10.0,,,,,,,,,,,
27,,,52A,Minnesota,State Leg (Lower),State House District 52A,15.0,,,,,,,,,,,
27,,,52B,Minnesota,State Leg (Lower),State House District 52B,14.0,,,,,,,,,,,
27,,,53A,Minnesota,State Leg (Lower),State House District 53A,26.0,,,,,,,,,,,
27,,,53B,Minnesota,State Leg (Lower),State House District 53B,30.0,,,,,,,,,,,
27,,,54A,Minnesota,State Leg (Lower),State House District 54A,84.0,Brad Tabke (incumbent),Aaron Paul,,,,,,,,,
27,,,54B,Minnesota,State Leg (Lower),State House District 54B,39.0,,,,,,,,,,,
27,,,55A,Minnesota,State Leg (Lower),State House District 55A,64.0,Jessica Hanson (incumbent),Gabriela Kroetch,,,,,,,,,
27,,,55B,Minnesota,State Leg (Lower),State House District 55B,24.0,,,,,,,,,,,
27,,,56A,Minnesota,State Leg (Lower),State House District 56A,23.0,,,,,,,,,,,
27,,,56B,Minnesota,State Leg (Lower),State House District 56B,51.0,,,,,,,,,,,
27,,,57A,Minnesota,State Leg (Lower),State House District 57A,28.0,,,,,,,,,,,
27,,,57B,Minnesota,State Leg (Lower),State House District 57B,96.0,Brian Cohn,Jeff Witte (incumbent),,,,,,,,,
27,,,58A,Minnesota,State Leg (Lower),State House District 58A,54.0,Kristi Pursell (incumbent),Rita Hillmann Olson,,,,,,,,,
